ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
2520;;Valk;Marius Hendrikus van der;;Man;;1908-06-08;Vlissingen;Nederland;1978-06-27;Amstelveen;Nederland;Promotie;Leiden;1939;An outline of modern Chinese family law;Bijzonder Hoogleraar;Japans, Chinees en Koreaans;1950-09-16;1951-03-16;Chinees recht en zijn geschiedenis;1951-05-25;De regel Nullum Crimen Sine Lege en het Chinese recht;Rechtsgeleerdheid;;;Bijzonder hoogleraar vanwege het Leids Universiteits Fonds.;Gewoon Hoogleraar;"Internationaal Recht;Japans, Chinees en Koreaans";1965-03-18;;Chinees recht;;;Rechtsgeleerdheid;1978-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1951 blz. 98, en JB 1975-1980 In Mem. blz. 127.;93257834;;069064288
2476;Nobelprijs voor Fysiologie of Geneeskunde (1973), samen met Konrad Lorenz en Karl von Frisch;Tinbergen;Nikolaas;Niko;Man;;1907-04-15;'s-Gravenhage;Nederland;1988-12-21;Oxford;Verenigd Koninkrijk, Engeland;Promotie;Leiden;1932;Über die Orientierung von Philanthus triangulum Fabr.;Gewoon Lector;Biologie;1939-04-18;;Experimenteele en Propaedeutische Dierkunde;1940-01-24;Elk vogeltje zingt zoals het gebekt is;Wiskunde en Natuurwetenschappen;;;1942-05-30 Eervol ontslag op eigen verzoek. - 1945-09-04 Herbenoemd;Gewoon Hoogleraar;Biologie;1947-01-23;;Experimentele dierkunde;1947-04-25;De Natuur is sterker dan de leer, of de lof van het veldwerk;Wiskunde en Natuurwetenschappen;1949-06-16;Eervol ontslag op verzoek;Naar Universiteit van Oxford;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1947 deel II blz. 11.;36979006;1654953;067987311
577;;Klerk;Dirk de;;Man;`;1914-07-26;Den Haag;Nederland;1979-04-30;Leiden;Nederland;Promotie;Leiden;1948;Onderzoekingen over adiabatische demagnetisatie;Gewoon Lector;Natuurkunde;1958-03-13;1957-01-01;Experimentele natuurkunde;1959-03-17;De ontwikkeling van de magneetbouw;Wiskunde en Natuurwetenschappen;1979-04-30;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 In Mem. blz. 134.;284009153;;139008799
2208;;Schuijl (Schuyl);Florentius;;Man;;1619-01-13;Schiedam;Nederland;1669-09-05;Leiden;Nederland;;;;;Gewoon Hoogleraar;Biologie;1664-10-18;;Geneeskunde (Medische Instituten) en Kruidkunde;;;Geneeskunde;;;1667 Praefectus Hortii Acad. Tevens Hoogleraar Botanie. Rector Magnificus 1666-1667;Gewoon Hoogleraar;Biologie;1667;;;;;Wiskunde en Natuurwetenschappen;1669-09-05;Overleden;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE EN BOTANIE) 1664-1669. Hoogleeraar.;"zie: Molhuysen „Bronnen"" III; - van der Aa 10; - H. Veendorp en L. G. M. Baas Becking in
„Hortus Academicus Lugduno-Batavus"" 1587-1937 blz. 16.";61697326;"1581887; 1619841; 1625068; 1621706";069203776
1498;;Kukenheim;Louis Ezn.;;Man;;1905-09-22;Amsterdam;Nederland;1972-04-18;Leiden;Nederland;Promotie;Amsterdam;1932;Contributions à l'histoire de la grammaire italienne, espagnole et française à l' époque de la Renaissance;Gewoon Hoogleraar;Franse Taal- en Letterkunde;1951-06-23;;Romaanse taal- en letterkunde;1951-09-28;Euphonie, Logique, Clarté, drie mythen van de Franse spraakkunst;Letteren;1972-04-18;Overleden;Rector Magnificus 1968-1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1952 blz. 98 en JB LUF 1972 blz. 86.;76383532;;067921795
1788;;Muntendam;Pieter;Piet;Man;;1901-09-22;Amsterdam;Nederland;1986-10-04;Den Haag;Nederland;Promotie;Utrecht;1936;De sociale beteekenis van rheumatiek, tevens bijdrage tot de ziektewetstatistiek;Buitengewoon Hoogleraar;;1953-01-30;;Sociale Geneeskunde. 1953-06-16  Onderwijsopdracht gewijzigd in: De hygiëne en de sociale geneeskunde;1953-10-02;De bijdrage van de arts aan de bevordering van de volksgezondheid;Geneeskunde;;;Rector Magnificus 1967-1968;Gewoon Hoogleraar;Inwendige Geneeskunde;1964-06-04;;De hygiëne en de sociale geneeskunde;;;;1966-10-05;Ontslag op verzoek en benoemd tot Gewoon Hoogleraar in tijdelijke dienst.;1969-08-12  Lid en voorzitter College van Curatoren. 1971-12-01 Ontslag wegens opheffing College van Curatoren. Lid voorlopig College van Bestuur tot 1972-09-01.;Gewoon Hoogleraar in tijdelijke dienst;;1966-10-05;;;;;;1972-09-01;Ontslag wegens emeritaat;"1972-09-11 Afscheidscollege: ""Weg geëffend""";;;;;;;;;;;;;zie: JB der R.U. te Leiden 1954 blz. 118.;306157303;1277944;068332491
2011;;Rau;Sebald Fulco Johannes;Jean;Man;;1765-10-16;Utrecht;Nederland;1807-12-01;Leiden;Nederland;Promotie;Utrecht;1784;Specimen Arabicum continens descriptionem et excerpta libri Achmedis Teifaschii de gemmis et lapidibus pretiosis;Gewoon Hoogleraar;;1787-11-17;;;1788-04-12;;Godgeleerdheid;;;"Rector Magnificus 1797-1798; 1804-1805";Gewoon Hoogleraar;Oosterse Talen;1794-09-13;;Hebreeuwse Oudheden;;;Letteren;1795-02-21;Ontzet van alles behalve Theologie, wegens aanhang aan de Stadhouderlijke partij.;Tevens Hoogleraar Oostersche Talen en Hebreeuwsche Oudheden, met behoud van den rang van Hoogleraar Godgeleerdheid, zonder verplichting colleges over Godgeleerdheid te geven behalve het exegetische.;Gewoon Hoogleraar;Oosterse Talen;1799-05-04;;"Hersteld in onderwijs in Oostersche Talen en Oudheden; tevens onderwijs in Godgeleerdheid";1799-06-22;;Letteren;;;1799-03-21 Gaf Doctrina Moralis, doch geen Christelijke Oudheden en Historische Dogmata meer. 1799-05-04 Ging over van de Theologische Faculteit in de Philosophische Faculteit.;Gewoon Hoogleraar;Oosterse Talen;1805-11-07;;Onderwees geen Welsprekendheid en Dichtkunst meer. 1806-02-01 Alleen Hoogleraar Oostersche Talen en Oudheden;;;Letteren;1807-12-01;overleden;;(GODGELEERDHEID, WIJSBEGEERTE) 1787-1807. Hoogleeraar.;"zie: Molhuysen „Bronnen"" VI en VII; - Nieuw Nederl. Biogr. Woordenboek IX K. 842.";59434409;"1582062; 1625545; 1625013; 1621821; 1622070; 1623704";069961549
2292;;Smits;Pieter;;Man;;1906-08-18;Vlaardingen;Nederland;2002-03-27;;Nederland;Promotie;Leiden;1952;Kerk en stad : een godsdienst-sociologisch onderzoek met inbegrip van een religiografie van de industriestad Enschede;Buitengewoon Hoogleraar;Sociologie;1958-10-13;1958-10-01;Kerkelijke sociologie;1959-01-23;Op zoek naar nihilisme;Godgeleerdheid;;;;Gewoon Hoogleraar;Sociologie;1965-08-14;;Sociologie van de godsdienst;;;;1976-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1959 blz. 149.;74864178;;069985308
2293;;Smout;Adriaan Jorisz.;;Man;;ca. 1580;Rotterdam;Nederland;1646;Rotterdam;Nederland;;;;;Gewoon Lector;Redeneerkunde;1602;;Redeneerkunde;;;Letteren;?;Was ongeschikt voor het onderwijs en vertrok naar elders na eenige lessen in Redeneerkunde te hebben gegeven.;"Werd in 1602 ""Meester in de Vrije Kunsten""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(REDENEERKUNDE) 1602-? Lector.
Werd in 1602 „Meester in de Vrije Kunsten"", was ongeschikt voor het onderwijs
en vertrok naar elders na eenige lessen in Redeneerkunde te hebben gegeven.";"zie: Molhuysen „Bronnen"" I; - Nieuw Nederl. Biogr. Woordenboek X K. 941.";10685810;;069943087
1181;;Houtsma;Martinus Theodorus;;Man;;1851-01-15;Irnsum;Nederland;1943-02-09;Utrecht;Nederland;Promotie;Leiden;1875;De strijd over het dogma in den Islâm tot op el-Ashʹari;Gewoon Lector;Oosterse Talen;1885-03-27, met ingang 1885-04-01;;Persische en Turksche Talen;;;Letteren;1890-03-10;Ontslag op eigen verzoek wegens benoeming tot Hoogleraar te Utrecht.;Lector Letteren en Wijsbegeerte, buiten bezwaar van 's Rijks Schatkist.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7379689;;072394838
2084;;Rosenstein;Samuel Sigmund;;Man;;1832-02-20;Berlijn;Duitsland;1906-01-31;Den Haag;Nederland;Promotie;Berlijn;1854;De cyclopia inter animalia observata;Gewoon Hoogleraar;Pathologie;1873-01-07;;Geneeskunde en Pathologie;1873-05-02;;Geneeskunde;1902-09-15;1902-09-23  Ontslag wegens Emeritaat, ingaand 1902-09-15.;Rector Magnificus 1887-1888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1873-1902. Hoogleeraar.;"zie: Nieuw Nederl. Biogr. Woordenboek""IV K. 1169.";45084394;"1621333; 1581860; 1276424";068282877
1312;;Kan;Adam Hubert Marie Josephus van;Josephus;Man;;1877-07-18;Maastricht;Nederland;1944-06-06;Den Haag;Nederland;Promotie;Amsterdam;1913;Bezitsverhoudingen;Gewoon Hoogleraar;Romeins Recht;1913-10-23;;Het Romeinsch Recht en zijn Geschiedenis.;1914-01-21;;Rechtsgeleerdheid;1924-10-18;Ontslag op eigen verzoek.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1913-1924. Hoogleeraar.;;2851272;1665990;071980555
1313;;Kan;Pieter Thomas Leonard;;Man;;1872-01-19;Utrecht;Nederland;1940-05-16;Wassenaar;Nederland;Promotie;Amsterdam;1899;Over dehiscenties in den voorwand en in den bodem der trommelholte;Buitengewoon Hoogleraar;Keel-, Neus- en Oorheelkunde;1907-02-21;;Neus-, keel- en oorheelkunde;1907-05-22;;Geneeskunde;;;;Gewoon Hoogleraar;Keel-, Neus- en Oorheelkunde;1920-03-18;;Neus-, Keel- en Oorheelkunde;;;;1929-08-29;Ontslag op eigen verzoek.;;;;;;;;;;;;;;;;;;;;;;;;;zie: In Mem. JB der R.U. te Leiden 1940 blz. 78.;288560184;;068033885
1317;;Kapteyn;Johannes Marie Neele;;Man;;1870-10-08;Sassenheim;Nederland;1949-04-20;Hoogeveen;Nederland;;;;;Gewoon Lector;Duitse Taal- en Letterkunde;1916-12-05;;Duitsche Taal- en Letterkunde;1917-02-21;Over stijl en stijlgeschiedenis der Oud-Duitsche epische poëzie;Letteren;1924-10-30;Ontslag op eigen verzoek wegens benoming tot Hoogleraar te Groningen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1917 blz. 80.;22505139;;074808362
1161;;Honert;Taco Hajo van den;;Man;;1899-06-03;Baarn;Nederland;1959-05-10;Leiden;Nederland;Promotie;Utrecht;1928;Koolzuurassimilatie en beperkende factoren;Gewoon Hoogleraar;Biologie;1945-12-27;;Algemene Plantkunde;1946-07-05;Ketenprocessen in de levende plant;Wiskunde en Natuurwetenschappen;1959-05-10;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1946 deel II blz. 48 en 1959 blz. 158. 50 HORST -
            HUIZINGA";47647632;;121708071
111;;Bastet;Frédéric Louis;;Man;;1926-09-20;Haarlem;Nederland;2008-06-30;Oegstgeest;Nederland;Promotie;Leiden;1958;De datum van het grote hypogaeum bij de Porta Maggiore te Rome;Gewoon Lector;Klassieke Archeologie;1963-09-10;1963-10-01;Klassieke archeologie;1964-04-28;Reizigers naar Rome;Archeologie;;;;Gewoon Hoogleraar;Archeologie;1965-12-06;;Archeologie;1966-03-25;Simulacrum valde ridiculosum;;1976-10-01;Eervol ontslag op eigen verzoek;Naar Rijksmuseum van Oudheden te Leiden;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1966/67 blz. 235.;89663175;;068680546
113;;Bastiaans;Jan;;Man;;1917-05-27;Rotterdam;Nederland;1997-10-31;Warmond;Nederland;Promotie;Amsterdam;1957;Psychosomatische gevolgen van onderdrukking en verzet;Gewoon Hoogleraar;Psychiatrie;1963-11-04;1964-01-01;Psychiatrie;1964-10-23;Ontstoren van contact;Geneeskunde;1985-06-01;Eervol ontslag;"1985-06-28 Afscheidscollege: ""Zekerheid, isolement en bevrijding""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1965 blz. 221.;2509051;1276063;068204450
165;;Bernard;Josephus Chrysostomus Bernardus;;Man;;1774-04-25;Haarlem;Nederland;1852-06-16;'s-Hertogenbosch;Nederland;Promotie;Leiden;1796;Specimen sistens quaestiones medici argumenti;Gewoon Hoogleraar;;1817-11-11;;;1818-03-07;Oratio de ratione Hippocratica nostra non minus quam Boerhaavii aetate, commendanda;Geneeskunde;1824;Ontslag op eigen verzoek wegens benoeming tot Inspecteur-Generaal van de Geneeskundige Dienst bij land- enZeemacht, met behoud van titel van hoogleraar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1817-1824 Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IV K. 141.;310509050;"1623035; 1582108";070594228
1555;;Lemaire;William Lodewijk Gerard;;Man;;1907-09-25;Indramajoe;Nederlands-Indië;1976-02-15;Leiden;Nederland;Promotie;Batavia;1932;Overgang van godsdienst als probleem voor het intergentiel privaatrecht;Buitengewoon Hoogleraar;Internationaal Recht;1955-11-03;1955-12-01;Conflictenrecht, waaronder begrepen het internationaal privaatrecht en het intergentiel recht, en het Westerse privaatrecht van de Overzeese Rijksdelen en van Indonesië;;;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;"Burgerlijk Recht;Internationaal Recht";1956-06-19;;Conflictenrecht, waaronder begrepen het internationaal privaatrecht en het intergentiel recht, en het Westerse privaatrecht van de Overzeese Rijksdelen en van Indonesië. 1957-12-06 Onderwijsopdracht uitgebreid met: Het Burgerlijk recht;1956-11-23;Kwesties bij de studie van het intergentiel recht;;1976-02-15;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1957 blz. 118 en JB 1975-1980 In. Mem. blz. 109.;46537819;1664079;068160844
570;;Klein;Peter Wolfgang;Peter;Man;;1931-12-10;Wenen;Oostenrijk;2014-10-16;Zaltbommel;Nederland;Promotie;Rotterdam;1965;De Trippen in de 17e eeuw : een studie over het ondernemersgedrag op de Hollandse stapelmarkt;Buitengewoon Hoogleraar;Geschiedenis;1969-08-14;1969-09-01;Economische geschiedenis;;;Letteren;;;Buitengewoon Hoogl. Letteren t/m 1972-08-31. 1972-09-15 Herbenoemd voor het tijdvak van 1972-09-01 t/m 1973-08-31. 1973-09-03  Herbenoemd van 1973-09-01 tot uiterlijk 1974-09-01.;Gewoon Hoogleraar;Geschiedenis;1985-05-29;;Algemene Geschiedenis;1986-10-14;Algemene Geschiedenis in drievoud;Letteren;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;189611749;;068281900
2213;;Schultens;Joannes Jacobus;;Man;;1716-09-19;Franeker;Nederland;1778-11-27;Leiden;Nederland;;;;;Gewoon Hoogleraar;Oosterse Talen;1749-07-29;;;1749-09-22;;Letteren;1778-11-27;Overleden;1751-02-01 regent Statencollege. Rector Magnificus 1760-1761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(Statencollege, GODGELEERDHEID EN OOSTERSCHE TALEN) 1749-1778.
Hoogleeraar 1749-1778, Regent Statencollege 1751-1778.";"zie: Molhuysen „Bronnen"" V en VI; - Nieuw Nedeil. Biogr. Woordenboek V K. 713.";44650464;"1620436; 1625168; 1624340; 1582093";070297231
2215;;Schultingh;Antonius;;Man;;1659-07-23;Nijmegen;Nederland;1734-03-12;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1713-10-09;;;1713-11-09;;Rechtsgeleerdheid;1733-03-14;Vervangen wegens hoogen ouderdom, doch bleef tot aan zijn dood in 1734.;Rector Magnificus 1717-1718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1713-1734. Hoogleeraar.;"zie: Molhuysen „Bronnen"" IV en V; - Nieuw Nederl. Biogr. Woordenboek I K. 1462.";42620476;"1582078; 1624986; 1623812; 1623985; 1623223; 1620710";068356625
2217;;Schute;Johan Bernard;;Man;;1916-01-29;Breda;Nederland;1976-07-13;Leiden;Nederland;Promotie;Leiden;1953;Onderzoekingen over het mechanisme van de papierchromatographie;Gewoon Lector;Farmacie;1960-12-01;1960-12-01;Toegepaste farmaceutische analyse;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Farmacie;1964-06-30;;Farmaceutische analyse. 1970-10-07 Onderwijsopdracht gewijzigd in: Farmaceutische analyse en analytische chemie;1965-01-29;Farmaceutische analyse;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1965/66 blz. 228 en JB 1975-1980 In Mem. blz. 116.;202708681;;07345723X
2012;;Rauwenhoff;Lodewijk Willem Ernst;;Man;;1828-07-27;Amsterdam;Nederland;1889-01-26;Meran;;Promotie;Leiden;1852-03-12;Disposito de loco Paulino, qui est de διkαιώσει;Buitengewoon Hoogleraar;"Dogmatiek;Kerkelijke Geschiedenis";1860-06-22;;Kerk- en Dogmengeschiedenis en Encyclopaedie der Godgeleerdheid;1860-09-21;;Godgeleerdheid;;;;Gewoon Hoogleraar;Geschiedenis van de Godsdienst;1865-11-02;;Geschiedenis van het Christendom en de Geschiedenis van de Leerstellingen van den Christelijken Godsdienst.1881-05-29 Leeropdracht gewijzigd in Wijsbegeerte van den Godsdienst;;;;1889-01-26;Overleden;Rector Magnificus 1871–1872;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1860-1889. Hoogleeraar.;"zie: A Kuenen in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden 1889; - Nieuw
Nederl. Biogr. Woordenboek III K. 1000.";37981812;1581976;070091110
1383;;Knaap;Henricus Franciscus Petrus;;Man;;1936-03-04;Leiden;Nederland;1981-05-09;Alkemade;Nederland;Promotie;Leiden;1962;The hydrogen isotopes in the gaseous and liquid states;Gewoon Lector;Natuurkunde;1968-08-20;1968-09-01;Experimentele natuurkunde;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Natuurkunde;1974-12-20;;Experimentele natuurkunde;;;Wiskunde en Natuurwetenschappen;1981-05-09;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;292073939;;139663568
382;;Burg;Franciscus Hendrikus van der;;Man;;1930-08-09;Delft;Nederland;2016;;;Promotie;Utrecht;1961;Preventieve justitie en plaatselijke politie : enige historische en juridische beschouwingen over het begrip politie in het Nederlands recht;Gewoon Hoogleraar;Staatsrecht;1979-11-02;1980-02-01;Staats- en administratief recht;;;Rechtsgeleerdheid;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16134643;;068506996
501;;Cramer;Nicolaas;;Man;;1921-06-19;Amsterdam;Nederland;1997-04-06;Den Haag;Nederland;Promotie;Tilburg;1958;Parlement en pers in verhouding tot de overheid;Gewoon Lector;Staatsrecht;1969-03-25;1969-01-01;Parlementaire geschiedenis;1969-11-25;Evenwicht en overwicht, de verhouding van regering en volksvertegenwoordiging in de parlementaire geschiedenis;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;"Geschiedenis van het Recht;Staatsrecht";1971-05-21;;Historische ontwikkeling van de staatsinstellingen sinds 1813 alsmede de parlementaire geschiedenis;1972-05-19;Het Binnenhof in beroering;;1989;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1970 blz. 64 en 1972 blz. 64.;17003121;;068746016
1480;;Kronenberg;Maurits Ernst;;Man;;1932-06-26;Rotterdam;Nederland;1977-02-20;Leiden;Nederland;Promotie;Leiden;1962;Cis- en trans-styreenderivaten : syntheses, conformatie en eigenschappen;Gewoon Lector;Scheikunde;1964-07-30;1964-10-01;Organische scheikunde;;;Wiskunde en Natuurwetenschappen;1968-10-07;Eervol ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306174641;;074560255
389;;Burmannus (Burman);Petrus;Pieter;Man;;1668-07-06;Utrecht;Nederland;1741-03-31;Leiden;Nederland;Promotie;Utrecht;1688;Disputatio juridica inauguralis de transactionibus;Gewoon Hoogleraar;"Geschiedenis;Klassieke Talen;Retorica";;;Griekse taal, historie en Welsprekendheid.;1715-07-02;;Letteren;;;"Rector Magnificus 1719-1720; 1731-1732";Gewoon Hoogleraar;Geschiedenis;1716-11-24;;De Geschiedenis der Verenigde Nederlanden;;;;;;1724-02-23: Bibliothecaris.;Gewoon Hoogleraar;Dichtkunde;1725-08-08;;;1725-09-11;;Letteren;1741-03-31;Overleden;1725: kreeg titel van Professor Politices.;;;;;;;;;;;;"(GRIEKSCHE TAAL, HISTORIE, WELSPREKENDHEID, BIBLIOTHECARIS) 1715-1741.
Hoogleeraar 1715-1741, Bibliothecaris 1724-1741.";"zie: Molhuysen „Bronnen"" IV en V; - Nieuw Nederl. Biogr. Woordenboek IV K. 354.";64789715;"1622207; 1581840; 1622051; 1625078; 1625031";069537399
725;;Eekhof;Albert;;Man;;1884-07-26;Steenwijk;Nederland;1933-03-23;Oegstgeest;Nederland;Promotie;Leiden;1909-03-24;De questierders van den aflaat in de noordelijke Nederlanden: met onuitgegeven bijlagen;Buitengewoon Hoogleraar;Geschiedenis van de Godsdienst;1914-11-11;;De Geschiedenis van het Gereformeerd Protestantisme;1915-04-14;;Godgeleerdheid;;;;Gewoon Hoogleraar;Geschiedenis van de Godsdienst;1924-11-04;;De Geschiedenis van het Christendom en van de Leerstellingen van den Christelijken Godsdienst en in het bijzonder van het Gereformeerd Protestantisme;;;;1933-03-23;Overleden;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1914-1933. Hoogleeraar.;"zie: J. Lindeboom in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden 1932-1933; -
Jaarboek der R.U. te Leiden 1933 blz. 112.";47138782;1582089;069443556
727;;Eerdmans;Bernardus Dirks;;Man;;1868-04-24;Maasdam;Nederland;1948-04-29;Leiden;Nederland;Promotie;Leiden;1891;Melekdienst en vereering van hemellichamen in Israe͏̈l's Assyrische periode;Gewoon Hoogleraar;"Bijbelwetenschap;Geschiedenis van de Godsdienst;Oosterse Talen";1898-02-22;;De Geschiedenis van den Israëlitischen Godsdienst, de Israëlitische Letterkunde en de Uitlegging van het Oude Testament;1898-05-11;Het verband tussen de beoefening van het Oude Testament en de semietische studiën in het algemeen;Godgeleerdheid;1938-01-21;Ontslag wegens emeritaat;Rector Magnificus 1912-1913. 1914-1918: Non-activiteit wegens lidmaatschap Tweede kamer der Staten-Generaal, tijdelijk vervangen door A.J. Wensinck.;;;;;;;;;1938-01-21;Ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;37664904;;069968543
935;;Goslings;Willem Roelof Oege;;Man;;1907-07-09;Muntok;Nederlands-Indië;1985-04-09;Dalfsen;Nederland;Promotie;Amsterdam;1933;Verdere bijdrage tot het Salmonella-vraagstuk;Gewoon Lector;;1956-10-18;1957-01-01;Infectieziekten en antimicrobiële therapie;1957-05-21;Enkele beschouwingen over verleden, heden en toekomst der infectieziekten;Geneeskunde;;;;Buitengewoon Hoogleraar;;1961-03-21;;Leer der microbiële ziekten en antibiotica;1962-01-26;De kleine plagen van alle dag;;;;;Gewoon Hoogleraar;Inwendige Geneeskunde;1965-08-21;;Microbiële ziekten. 1967-10-02  Onderwijsopdracht gewijzigd in: Inwendige geneeskunde met een bijzondere opdracht voor microbiële ziekten;;;Geneeskunde;1973-12-17;Ontslag wegens emeritaat;"1971-1972 Rectoraat. Dec 1971-1972 tevens Lid voorlopig College van Bestuur.1972-03-08 Diesrede: ""Antibiotica en chemotherapeutica"". 1974-03-29 Afscheidscollege: ""Quo Vadis?""";;;;;;;;;;;;;zie: JB der R.U. te Leiden 1962 blz. 188.;270343496;1582027;069416583
936;;Gosses;Frans;;Man;;1905-06-05;Amsterdam;Nederland;1960-08-20;Elseneur;Denemarken;Promotie;Groningen;1945;Het bestuur der buitenlandsche betrekkingen in Engeland vóór den eersten wereldoorlog, hoofdzakelijk in de periode 1880-1914;Gewoon Lector;Geschiedenis van het Recht;1950-08-08;;Internationale en politieke geschiedenis;1951-01-23;De beoefening der moderne politieke geschiedenis in de moderne tijd;Rechtsgeleerdheid;1951;;Lector Rechtsgeleerdheid voor de studiejaren 1950-1951 t/m 1954-1955.;Gewoon Lector;Internationaal Recht;1954-07-20;;Internationale en politieke geschiedenis;;;Rechtsgeleerdheid;1955;;;Gewoon Lector;Geschiedenis;1955-07-06;;Internationale en politieke geschiedenis van de nieuwste tijd;;;Letteren;1960 (overleden);;;;;;;;;;;;;;;"zie: In Mem. JB der R.U. te Leiden 1960 blz. 168 en JB Mij. der Ned. Letterk.
            1961/62 blz. 108.";20895695;;073806544
939;;Goudoever;Hendrik van;;Man;;1876-12-19;Oldemarkt;Nederland;1945-12-14;Groningen;Nederland;Promotie;Leiden;1905;Bijdragen tot de leer der zaakwaarneming;Gewoon Lector;"Geschiedenis van het Recht;Romeins Recht";1902-10-09;;Romeinsch Recht en zijn Geschiedenis.;;;Rechtsgeleerdheid;1903;;Lector Rechtsgeleerdheid buiten bezwaar van 's Rijks Schatkist tot en met de dag waarop de Hoogleraar P.A.  Tichelaar, wegens ongesteldheid met verlof, zijn lessen zal hebben hervat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281946704;;068779100
1446;;Kramer;Willibald;;Man;;1915-04-13;Utrecht;Nederland;2010-03-01;Roosendaal;Nederland;Promotie;Batavia;1949;De ongekruiste pyramidebaan : een neuro-anatomisch onderzoek;Gewoon Lector;Neurologie;1958-04-15;;Klinische neurologie;1958-10-07;Pleidooi voor een dynamische neurologie;Geneeskunde;1980-05-01;Eervol ontslag wegens emeritaat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;283611453;;06816212X
